0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	0.999986	0.000022	-0.015991	-0.000022	0.999986	0.016113	
2	1.000088	0.000109	-0.060425	-0.000109	1.000088	-0.063416	
3	0.999989	0.000012	0.120361	-0.000012	0.999989	-0.265259	
4	0.999976	0.000014	0.073853	-0.000014	0.999976	-0.154968	
5	0.999941	0.000058	0.141479	-0.000058	0.999941	-0.092651	
6	1.000019	0.000006	0.082031	-0.000006	1.000019	-0.171143	
7	0.999933	0.000064	0.110474	-0.000064	0.999933	0.093201	
8	0.999923	0.000047	-0.015747	-0.000047	0.999923	0.090210	
9	0.999971	0.000058	-0.055298	-0.000058	0.999971	0.062134	
10	0.999954	0.000059	-0.061646	-0.000059	0.999954	0.068970	
11	0.999952	0.000050	0.012939	-0.000050	0.999952	0.027832	
12	1.000038	0.000048	0.118774	-0.000048	1.000038	-0.245544	
13	0.999992	0.000006	0.240967	-0.000006	0.999992	-0.193481	
14	0.999961	0.000018	0.077759	-0.000018	0.999961	-0.071655	
15	0.999991	0.000012	0.130371	-0.000012	0.999991	-0.125610	
16	0.999999	0.000045	0.049561	-0.000045	0.999999	0.006531	
17	0.999970	0.000069	0.129150	-0.000069	0.999970	0.065735	
18	0.999961	0.000032	0.110962	-0.000032	0.999961	-0.038635	
19	0.999959	0.000045	0.064453	-0.000045	0.999959	-0.028809	
20	0.999957	0.000016	0.019165	-0.000016	0.999957	0.012390	
21	0.999962	0.000031	-0.010132	-0.000031	0.999962	-0.029541	
22	0.999959	-0.000006	-0.016846	0.000006	0.999959	-0.075439	
23	0.999989	-0.000045	0.067871	0.000045	0.999989	-0.301941	
24	1.000044	-0.000012	-0.050293	0.000012	1.000044	-0.230469	
25	0.999990	-0.000001	0.047485	0.000001	0.999990	-0.267883	
26	0.999983	-0.000012	-0.005249	0.000012	0.999983	-0.089722	
27	1.000040	-0.000006	-0.042969	0.000006	1.000040	-0.125488	
28	0.999996	0.000043	-0.001709	-0.000043	0.999996	0.016113	
29	1.000004	0.000063	-0.063232	-0.000063	1.000004	0.118896	
30	0.999959	0.000030	0.001831	-0.000030	0.999959	0.139771	
31	1.000027	0.000047	-0.039917	-0.000047	1.000027	0.316223	
32	0.999921	0.000106	0.058472	-0.000106	0.999921	0.366760	
33	1.000008	0.000131	-0.070557	-0.000131	1.000008	0.517761	
34	0.999939	0.000128	-0.028198	-0.000128	0.999939	0.564514	
35	0.999934	0.000122	0.047119	-0.000122	0.999934	0.742920	
36	0.999969	0.000200	-0.123535	-0.000200	0.999969	0.643433	
37	0.999918	0.000182	-0.000122	-0.000182	0.999918	0.850952	
38	0.999973	0.000227	-0.114746	-0.000227	0.999973	0.791016	
39	0.999954	0.000225	-0.077271	-0.000225	0.999954	1.031982	
40	0.999963	0.000223	-0.026611	-0.000223	0.999963	1.002625	
41	0.999959	0.000336	-0.124390	-0.000336	0.999959	1.051819	
42	0.999931	0.000311	-0.001099	-0.000311	0.999931	0.991394	
43	0.999999	0.000347	-0.166626	-0.000347	0.999999	1.067444	
44	0.999981	0.000335	-0.052490	-0.000335	0.999981	1.118591	
45	0.999973	0.000309	-0.111084	-0.000309	0.999973	1.100464	
46	0.999964	0.000445	-0.079834	-0.000445	0.999964	1.186829	
47	0.999935	0.000330	-0.095215	-0.000330	0.999935	1.340027	
48	0.999946	0.000414	-0.089844	-0.000414	0.999946	1.418030	
49	0.999944	0.000399	-0.025513	-0.000399	0.999944	1.404175	
50	1.000020	0.000404	-0.148682	-0.000404	1.000020	1.289062	
51	0.999936	0.000410	-0.006836	-0.000410	0.999936	1.301880	
52	1.000000	0.000382	-0.158447	-0.000382	1.000000	1.260498	
53	0.999966	0.000440	-0.119507	-0.000440	0.999966	1.432434	
54	0.999963	0.000443	-0.169800	-0.000443	0.999963	1.444824	
55	0.999954	0.000434	-0.089844	-0.000434	0.999954	1.577576	
56	1.000021	0.000398	-0.204224	-0.000398	1.000021	1.506165	
57	0.999933	0.000489	-0.116455	-0.000489	0.999933	1.601562	
58	0.999951	0.000454	-0.143188	-0.000454	0.999951	1.426270	
59	1.000008	0.000535	-0.149170	-0.000535	1.000008	1.593201	
60	0.999975	0.000403	-0.145264	-0.000403	0.999975	1.465637	
61	0.999904	0.000400	-0.087280	-0.000400	0.999904	1.622559	
62	0.999944	0.000460	-0.082520	-0.000460	0.999944	1.683899	
63	0.999937	0.000533	-0.205200	-0.000533	0.999937	1.866699	
64	0.999972	0.000486	-0.104736	-0.000486	0.999972	1.605835	
65	0.999987	0.000473	-0.120728	-0.000473	0.999987	1.590698	
66	0.999960	0.000488	-0.204224	-0.000488	0.999960	1.604492	
67	0.999987	0.000550	-0.290405	-0.000550	0.999987	1.695801	
68	0.999946	0.000355	-0.038452	-0.000355	0.999946	1.549072	
69	0.999944	0.000561	-0.211426	-0.000561	0.999944	1.775757	
70	0.999977	0.000506	-0.178955	-0.000506	0.999977	1.688354	
71	0.999954	0.000575	-0.251831	-0.000575	0.999954	1.796692	
72	0.999943	0.000617	-0.213257	-0.000617	0.999943	2.006897	
73	0.999916	0.000600	-0.166016	-0.000600	0.999916	2.009033	
74	0.999964	0.000599	-0.159546	-0.000599	0.999964	1.993896	
75	0.999885	0.000612	-0.168091	-0.000612	0.999885	2.051636	
76	0.999987	0.000631	-0.297607	-0.000631	0.999987	1.913391	
77	0.999948	0.000758	-0.291138	-0.000758	0.999948	1.926697	
78	0.999971	0.000802	-0.316040	-0.000802	0.999971	2.138428	
79	0.999982	0.000894	-0.454346	-0.000894	0.999982	2.067993	
80	0.999974	0.000998	-0.499023	-0.000998	0.999974	2.249084	
81	0.999934	0.000948	-0.512695	-0.000948	0.999934	2.167358	
82	0.999973	0.001128	-0.555176	-0.001128	0.999973	2.360046	
83	0.999921	0.001189	-0.562866	-0.001189	0.999921	2.243164	
84	1.000009	0.001394	-0.639404	-0.001394	1.000009	2.599731	
85	0.999939	0.001332	-0.651367	-0.001332	0.999939	2.487732	
86	0.999964	0.001599	-0.753052	-0.001599	0.999964	2.904236	
87	0.999901	0.001587	-0.637817	-0.001587	0.999901	2.883850	
88	0.999986	0.001752	-0.875488	-0.001752	0.999986	3.010315	
89	0.999913	0.001711	-0.822266	-0.001711	0.999913	2.910400	
90	0.999992	0.001871	-0.965942	-0.001871	0.999992	3.070129	
91	0.999956	0.001805	-0.862305	-0.001805	0.999956	2.918823	
92	0.999999	0.001983	-0.958740	-0.001983	0.999999	3.068726	
93	0.999996	0.001849	-0.967773	-0.001849	0.999996	2.770264	
94	0.999946	0.002017	-0.901001	-0.002017	0.999946	2.978027	
95	1.000016	0.001970	-1.055298	-0.001970	1.000016	2.960938	
96	0.999968	0.001945	-0.885010	-0.001945	0.999968	2.914368	
97	0.999971	0.001965	-1.001831	-0.001965	0.999971	2.956299	
98	0.999976	0.001917	-0.970215	-0.001917	0.999976	2.787170	
99	0.999988	0.001990	-0.943237	-0.001990	0.999988	2.846985	
100	0.999991	0.001918	-0.961060	-0.001918	0.999991	2.804260	
101	1.000058	0.001886	-0.982178	-0.001886	1.000058	2.689209	
102	1.000082	0.001774	-1.096802	-0.001774	1.000082	2.603577	
103	1.000158	0.001642	-0.959229	-0.001642	1.000158	2.422546	
104	1.000248	0.001724	-1.145386	-0.001724	1.000248	2.651123	
105	1.000257	0.001589	-1.097534	-0.001589	1.000257	2.401367	
106	1.000369	0.001518	-1.062134	-0.001518	1.000369	2.364441	
107	1.000335	0.001341	-1.053101	-0.001341	1.000335	2.101013	
108	1.000448	0.001333	-1.095215	-0.001333	1.000448	2.054688	
109	1.000397	0.001038	-0.926147	-0.001038	1.000397	1.562500	
110	1.000489	0.001053	-0.942505	-0.001053	1.000489	1.659363	
111	1.000400	0.000865	-0.830566	-0.000865	1.000400	1.383606	
112	1.000509	0.000849	-0.838867	-0.000849	1.000509	1.555786	
113	1.000418	0.000676	-0.760742	-0.000676	1.000418	1.308533	
114	1.000448	0.000565	-0.700806	-0.000565	1.000448	1.261963	
115	1.000406	0.000447	-0.556763	-0.000447	1.000406	1.077087	
116	1.000514	0.000412	-0.640503	-0.000412	1.000514	0.917419	
117	1.000480	0.000361	-0.693848	-0.000361	1.000480	0.872681	
118	1.000543	0.000378	-0.654663	-0.000378	1.000543	0.939758	
119	1.000483	0.000265	-0.645264	-0.000265	1.000483	0.911743	
120	1.000497	0.000371	-0.550293	-0.000371	1.000497	1.082458	
121	1.000409	0.000233	-0.531250	-0.000233	1.000409	1.010498	
122	1.000541	0.000216	-0.577148	-0.000216	1.000541	0.872986	
123	1.000555	0.000153	-0.553467	-0.000153	1.000555	0.846375	
124	1.000564	0.000241	-0.656738	-0.000241	1.000564	1.003540	
125	1.000550	0.000062	-0.649048	-0.000062	1.000550	0.709106	
126	1.000602	0.000113	-0.598755	-0.000113	1.000602	0.812744	
127	1.000542	0.000025	-0.530396	-0.000025	1.000542	0.753540	
128	1.000577	0.000100	-0.582764	-0.000100	1.000577	0.912354	
129	1.000574	0.000073	-0.583984	-0.000073	1.000574	0.903137	
130	1.000638	0.000119	-0.514404	-0.000119	1.000638	0.894531	
131	1.000562	-0.000015	-0.569702	0.000015	1.000562	0.746033	
132	1.000665	0.000063	-0.684204	-0.000063	1.000665	0.862183	
133	1.000620	0.000084	-0.566406	-0.000084	1.000620	0.957642	
134	1.000717	0.000116	-0.676880	-0.000116	1.000717	0.935974	
135	1.000688	-0.000009	-0.655029	0.000009	1.000688	0.905945	
136	1.000699	0.000053	-0.662964	-0.000053	1.000699	0.991638	
137	1.000801	0.000069	-0.808228	-0.000069	1.000801	0.951172	
138	1.000708	0.000084	-0.618286	-0.000084	1.000708	1.155151	
139	1.000650	0.000057	-0.675659	-0.000057	1.000650	1.104858	
140	1.000761	-0.000001	-0.720337	0.000001	1.000761	1.026306	
141	1.000684	0.000040	-0.623291	-0.000040	1.000684	1.164124	
142	1.000667	0.000038	-0.627441	-0.000038	1.000667	1.192749	
143	1.000702	0.000063	-0.572388	-0.000063	1.000702	1.346558	
144	1.000682	-0.000022	-0.722046	0.000022	1.000682	1.250549	
145	1.000616	0.000078	-0.568481	-0.000078	1.000616	1.350830	
146	1.000663	0.000101	-0.753174	-0.000101	1.000663	1.504700	
147	1.000691	0.000031	-0.618774	-0.000031	1.000691	1.385315	
148	1.000599	0.000016	-0.619873	-0.000016	1.000599	1.455811	
149	1.000716	0.000007	-0.571289	-0.000007	1.000716	1.364990	
150	1.000633	0.000079	-0.747925	-0.000079	1.000633	1.548828	
151	1.000702	0.000073	-0.609741	-0.000073	1.000702	1.468079	
152	1.000611	0.000092	-0.515015	-0.000092	1.000611	1.546143	
153	1.000760	0.000036	-0.702148	-0.000036	1.000760	1.501465	
154	1.000662	0.000093	-0.564331	-0.000093	1.000662	1.663269	
155	1.000755	0.000007	-0.662476	-0.000007	1.000755	1.432739	
156	1.000690	0.000060	-0.625366	-0.000060	1.000690	1.487244	
157	1.000767	0.000084	-0.624146	-0.000084	1.000767	1.440369	
158	1.000764	0.000046	-0.761841	-0.000046	1.000764	1.367798	
159	1.000745	0.000096	-0.633667	-0.000096	1.000745	1.405762	
160	1.000803	0.000050	-0.712036	-0.000050	1.000803	1.382202	
161	1.000739	0.000007	-0.671387	-0.000007	1.000739	1.289612	
162	1.000781	0.000049	-0.678467	-0.000049	1.000781	1.382141	
163	1.000803	0.000013	-0.691406	-0.000013	1.000803	1.335938	
164	1.000699	0.000040	-0.625488	-0.000040	1.000699	1.367798	
165	1.000766	0.000036	-0.695557	-0.000036	1.000766	1.459473	
166	1.000738	0.000040	-0.824585	-0.000040	1.000738	1.540100	
167	1.000759	0.000006	-0.624268	-0.000006	1.000759	1.509521	
168	1.000731	0.000020	-0.645264	-0.000020	1.000731	1.588684	
169	1.000753	0.000070	-0.670166	-0.000070	1.000753	1.594788	
170	1.000705	0.000067	-0.571167	-0.000067	1.000705	1.541687	
171	1.000777	-0.000027	-0.581421	0.000027	1.000777	1.431702	
172	1.000797	0.000022	-0.655518	-0.000022	1.000797	1.453064	
173	1.000711	-0.000005	-0.582397	0.000005	1.000711	1.592346	
174	1.000769	0.000092	-0.749878	-0.000092	1.000769	1.457520	
175	1.000799	-0.000039	-0.611084	0.000039	1.000799	1.438049	
176	1.000716	0.000064	-0.604614	-0.000064	1.000716	1.480103	
177	1.000876	0.000060	-0.768066	-0.000060	1.000876	1.469421	
178	1.000694	0.000019	-0.533691	-0.000019	1.000694	1.480103	
179	1.000758	-0.000006	-0.715820	0.000006	1.000758	1.449158	
180	1.000767	0.000063	-0.656616	-0.000063	1.000767	1.672119	
181	1.000620	0.000102	-0.505615	-0.000102	1.000620	1.635742	
182	1.000757	-0.000055	-0.571777	0.000055	1.000757	1.355042	
183	1.000749	0.000095	-0.743774	-0.000095	1.000749	1.466125	
184	1.000733	-0.000010	-0.457520	0.000010	1.000733	1.334229	
185	1.000741	-0.000018	-0.629639	0.000018	1.000741	1.346375	
186	1.000689	-0.000062	-0.578613	0.000062	1.000689	1.251343	
187	1.000715	0.000030	-0.549438	-0.000030	1.000715	1.396973	
188	1.000721	-0.000097	-0.766602	0.000097	1.000721	1.194275	
189	1.000835	0.000025	-0.661987	-0.000025	1.000835	1.441223	
190	1.000692	-0.000217	-0.536133	0.000217	1.000692	1.123047	
191	1.000754	-0.000126	-0.543579	0.000126	1.000754	1.180542	
192	1.000735	-0.000223	-0.515381	0.000223	1.000735	1.068237	
193	1.000859	-0.000305	-0.596436	0.000305	1.000859	0.858459	
194	1.000800	-0.000312	-0.440186	0.000312	1.000800	0.896912	
195	1.000779	-0.000406	-0.335938	0.000406	1.000779	0.779968	
196	1.000787	-0.000393	-0.554443	0.000393	1.000787	0.822754	
197	1.000741	-0.000470	-0.265259	0.000470	1.000741	0.743530	
198	1.000782	-0.000464	-0.452393	0.000464	1.000782	0.846802	
199	1.000746	-0.000537	-0.335327	0.000537	1.000746	0.699829	
200	1.000804	-0.000555	-0.492188	0.000555	1.000804	0.794922	
201	1.000768	-0.000547	-0.326904	0.000547	1.000768	0.765930	
202	1.000773	-0.000550	-0.452148	0.000550	1.000773	0.636536	
203	1.000745	-0.000621	-0.314087	0.000621	1.000745	0.542480	
204	1.000849	-0.000562	-0.358398	0.000562	1.000849	0.613770	
205	1.000747	-0.000621	-0.233276	0.000621	1.000747	0.568176	
206	1.000825	-0.000644	-0.328857	0.000644	1.000825	0.577454	
207	1.000821	-0.000710	-0.428467	0.000710	1.000821	0.476746	
208	1.000789	-0.000641	-0.386719	0.000641	1.000789	0.569092	
209	1.000811	-0.000857	-0.356323	0.000857	1.000811	0.394043	
210	1.000903	-0.000820	-0.425049	0.000820	1.000903	0.417297	
211	1.000810	-0.001074	-0.191406	0.001074	1.000810	0.124878	
212	1.000873	-0.000885	-0.400146	0.000885	1.000873	0.328674	
213	1.000912	-0.001093	-0.228638	0.001093	1.000912	0.105347	
214	1.000916	-0.001113	-0.338989	0.001113	1.000916	0.080994	
